Time:512Hz,Epoch,Electrode,Attention,Meditation,Event Id,Event Date,Event Duration
0.0000000000,0,67.0000000000,61.0000000000,27.0000000000,,,
0.0019531250,0,74.0000000000,61.0000000000,27.0000000000,,,
0.0039062500,0,60.0000000000,61.0000000000,27.0000000000,,,
0.0058593750,0,70.0000000000,61.0000000000,27.0000000000,,,
0.0078125000,0,96.0000000000,61.0000000000,27.0000000000,,,
0.0097656250,0,90.0000000000,61.0000000000,27.0000000000,,,
0.0117187500,0,70.0000000000,61.0000000000,27.0000000000,,,
0.0136718750,0,55.0000000000,61.0000000000,27.0000000000,,,
0.0156250000,0,49.0000000000,61.0000000000,27.0000000000,,,
0.0175781250,0,65.0000000000,61.0000000000,27.0000000000,,,
0.0195312500,0,87.0000000000,61.0000000000,27.0000000000,,,
0.0214843750,0,86.0000000000,61.0000000000,27.0000000000,,,
0.0234375000,0,80.0000000000,61.0000000000,27.0000000000,,,
0.0253906250,0,73.0000000000,61.0000000000,27.0000000000,,,
0.0273437500,0,85.0000000000,61.0000000000,27.0000000000,,,
0.0292968750,0,102.0000000000,61.0000000000,27.0000000000,,,
0.0312500000,0,107.0000000000,61.0000000000,27.0000000000,,,
0.0332031250,0,96.0000000000,61.0000000000,27.0000000000,,,
0.0351562500,0,72.0000000000,61.0000000000,27.0000000000,,,
0.0371093750,0,60.0000000000,61.0000000000,27.0000000000,,,
0.0390625000,0,68.0000000000,61.0000000000,27.0000000000,,,
0.0410156250,0,80.0000000000,61.0000000000,27.0000000000,,,
0.0429687500,0,64.0000000000,61.0000000000,27.0000000000,,,
0.0449218750,0,39.0000000000,61.0000000000,27.0000000000,,,
0.0468750000,0,25.0000000000,61.0000000000,27.0000000000,,,
0.0488281250,0,39.0000000000,61.0000000000,27.0000000000,,,
0.0507812500,0,66.0000000000,61.0000000000,27.0000000000,,,
0.0527343750,0,84.0000000000,61.0000000000,27.0000000000,,,
0.0546875000,0,103.0000000000,61.0000000000,27.0000000000,,,
0.0566406250,0,124.0000000000,61.0000000000,27.0000000000,,,
0.0585937500,0,147.0000000000,61.0000000000,27.0000000000,,,
0.0605468750,0,160.0000000000,61.0000000000,27.0000000000,,,
0.0625000000,1,165.0000000000,61.0000000000,27.0000000000,,,
0.0644531250,1,171.0000000000,61.0000000000,27.0000000000,,,
0.0664062500,1,183.0000000000,61.0000000000,27.0000000000,,,
0.0683593750,1,192.0000000000,61.0000000000,27.0000000000,,,
0.0703125000,1,173.0000000000,61.0000000000,27.0000000000,,,
0.0722656250,1,164.0000000000,61.0000000000,27.0000000000,,,
0.0742187500,1,182.0000000000,61.0000000000,27.0000000000,,,
0.0761718750,1,220.0000000000,61.0000000000,27.0000000000,,,
0.0781250000,1,237.0000000000,61.0000000000,27.0000000000,,,
0.0800781250,1,196.0000000000,61.0000000000,27.0000000000,,,
0.0820312500,1,148.0000000000,61.0000000000,27.0000000000,,,
0.0839843750,1,152.0000000000,61.0000000000,27.0000000000,,,
0.0859375000,1,180.0000000000,61.0000000000,27.0000000000,,,
0.0878906250,1,180.0000000000,61.0000000000,27.0000000000,,,
0.0898437500,1,168.0000000000,61.0000000000,27.0000000000,,,
0.0917968750,1,189.0000000000,61.0000000000,27.0000000000,,,
0.0937500000,1,232.0000000000,61.0000000000,27.0000000000,,,
0.0957031250,1,251.0000000000,61.0000000000,27.0000000000,,,
0.0976562500,1,232.0000000000,61.0000000000,27.0000000000,,,
0.0996093750,1,188.0000000000,61.0000000000,27.0000000000,,,
0.1015625000,1,161.0000000000,61.0000000000,27.0000000000,,,
0.1035156250,1,148.0000000000,61.0000000000,27.0000000000,,,
0.1054687500,1,147.0000000000,61.0000000000,27.0000000000,,,
0.1074218750,1,141.0000000000,57.0000000000,44.0000000000,,,
0.1093750000,1,139.0000000000,57.0000000000,44.0000000000,,,
0.1113281250,1,132.0000000000,57.0000000000,44.0000000000,,,
0.1132812500,1,106.0000000000,57.0000000000,44.0000000000,,,
0.1152343750,1,85.0000000000,57.0000000000,44.0000000000,,,
0.1171875000,1,85.0000000000,57.0000000000,44.0000000000,,,
0.1191406250,1,82.0000000000,57.0000000000,44.0000000000,,,
0.1210937500,1,39.0000000000,57.0000000000,44.0000000000,,,
0.1230468750,1,-27.0000000000,57.0000000000,44.0000000000,,,
0.1250000000,2,-70.0000000000,57.0000000000,44.0000000000,,,
0.1269531250,2,-65.0000000000,57.0000000000,44.0000000000,,,
0.1289062500,2,-52.0000000000,57.0000000000,44.0000000000,,,
0.1308593750,2,-58.0000000000,57.0000000000,44.0000000000,,,
0.1328125000,2,-66.0000000000,57.0000000000,44.0000000000,,,
0.1347656250,2,-60.0000000000,57.0000000000,44.0000000000,,,
0.1367187500,2,-44.0000000000,57.0000000000,44.0000000000,,,
0.1386718750,2,-34.0000000000,57.0000000000,44.0000000000,,,
0.1406250000,2,-42.0000000000,57.0000000000,44.0000000000,,,
0.1425781250,2,-68.0000000000,57.0000000000,44.0000000000,,,
0.1445312500,2,-85.0000000000,57.0000000000,44.0000000000,,,
0.1464843750,2,-81.0000000000,57.0000000000,44.0000000000,,,
0.1484375000,2,-70.0000000000,57.0000000000,44.0000000000,,,
0.1503906250,2,-77.0000000000,57.0000000000,44.0000000000,,,
0.1523437500,2,-93.0000000000,57.0000000000,44.0000000000,,,
0.1542968750,2,-100.0000000000,57.0000000000,44.0000000000,,,
0.1562500000,2,-104.0000000000,57.0000000000,44.0000000000,,,
0.1582031250,2,-117.0000000000,57.0000000000,44.0000000000,,,
0.1601562500,2,-126.0000000000,57.0000000000,44.0000000000,,,
0.1621093750,2,-134.0000000000,57.0000000000,44.0000000000,,,
0.1640625000,2,-126.0000000000,57.0000000000,44.0000000000,,,
0.1660156250,2,-107.0000000000,57.0000000000,44.0000000000,,,
0.1679687500,2,-94.0000000000,57.0000000000,44.0000000000,,,
0.1699218750,2,-89.0000000000,57.0000000000,44.0000000000,,,
0.1718750000,2,-101.0000000000,57.0000000000,44.0000000000,,,
0.1738281250,2,-122.0000000000,57.0000000000,44.0000000000,,,
0.1757812500,2,-125.0000000000,57.0000000000,44.0000000000,,,
0.1777343750,2,-98.0000000000,57.0000000000,44.0000000000,,,
0.1796875000,2,-69.0000000000,57.0000000000,44.0000000000,,,
0.1816406250,2,-54.0000000000,57.0000000000,44.0000000000,,,
0.1835937500,2,-56.0000000000,57.0000000000,44.0000000000,,,
0.1855468750,2,-76.0000000000,57.0000000000,44.0000000000,,,
0.1875000000,3,-89.0000000000,57.0000000000,44.0000000000,,,
0.1894531250,3,-82.0000000000,57.0000000000,44.0000000000,,,
0.1914062500,3,-68.0000000000,57.0000000000,44.0000000000,,,
0.1933593750,3,-65.0000000000,57.0000000000,44.0000000000,,,
0.1953125000,3,-71.0000000000,57.0000000000,44.0000000000,,,
0.1972656250,3,-76.0000000000,57.0000000000,44.0000000000,,,
0.1992187500,3,-68.0000000000,57.0000000000,44.0000000000,,,
0.2011718750,3,-65.0000000000,57.0000000000,44.0000000000,,,
0.2031250000,3,-56.0000000000,57.0000000000,44.0000000000,,,
0.2050781250,3,-38.0000000000,57.0000000000,44.0000000000,,,
0.2070312500,3,-33.0000000000,57.0000000000,44.0000000000,,,
0.2089843750,3,-33.0000000000,57.0000000000,44.0000000000,,,
0.2109375000,3,-37.0000000000,57.0000000000,44.0000000000,,,
0.2128906250,3,-35.0000000000,57.0000000000,44.0000000000,,,
0.2148437500,3,-22.0000000000,57.0000000000,44.0000000000,,,
0.2167968750,3,-6.0000000000,57.0000000000,44.0000000000,,,
0.2187500000,3,-2.0000000000,57.0000000000,44.0000000000,,,
0.2207031250,3,4.0000000000,57.0000000000,44.0000000000,,,
0.2226562500,3,17.0000000000,57.0000000000,44.0000000000,,,
0.2246093750,3,22.0000000000,57.0000000000,44.0000000000,,,
0.2265625000,3,22.0000000000,57.0000000000,44.0000000000,,,
0.2285156250,3,20.0000000000,57.0000000000,44.0000000000,,,
0.2304687500,3,29.0000000000,57.0000000000,44.0000000000,,,
0.2324218750,3,39.0000000000,57.0000000000,44.0000000000,,,
0.2343750000,3,40.0000000000,57.0000000000,44.0000000000,,,
0.2363281250,3,39.0000000000,57.0000000000,44.0000000000,,,
0.2382812500,3,33.0000000000,57.0000000000,44.0000000000,,,
0.2402343750,3,34.0000000000,57.0000000000,44.0000000000,,,
0.2421875000,3,34.0000000000,57.0000000000,44.0000000000,,,
0.2441406250,3,22.0000000000,57.0000000000,44.0000000000,,,
0.2460937500,3,18.0000000000,57.0000000000,44.0000000000,,,
0.2480468750,3,36.0000000000,57.0000000000,44.0000000000,,,
0.2500000000,4,60.0000000000,57.0000000000,44.0000000000,,,
0.2519531250,4,53.0000000000,57.0000000000,44.0000000000,,,
0.2539062500,4,34.0000000000,57.0000000000,44.0000000000,,,
0.2558593750,4,11.0000000000,57.0000000000,44.0000000000,,,
0.2578125000,4,-3.0000000000,57.0000000000,44.0000000000,,,
0.2597656250,4,9.0000000000,57.0000000000,44.0000000000,,,
0.2617187500,4,37.0000000000,57.0000000000,44.0000000000,,,
0.2636718750,4,64.0000000000,57.0000000000,44.0000000000,,,
0.2656250000,4,85.0000000000,57.0000000000,44.0000000000,,,
0.2675781250,4,104.0000000000,57.0000000000,44.0000000000,,,
0.2695312500,4,113.0000000000,57.0000000000,44.0000000000,,,
0.2714843750,4,120.0000000000,57.0000000000,44.0000000000,,,
0.2734375000,4,132.0000000000,57.0000000000,44.0000000000,,,
0.2753906250,4,125.0000000000,57.0000000000,44.0000000000,,,
0.2773437500,4,105.0000000000,57.0000000000,44.0000000000,,,
0.2792968750,4,91.0000000000,57.0000000000,44.0000000000,,,
0.2812500000,4,75.0000000000,57.0000000000,44.0000000000,,,
0.2832031250,4,51.0000000000,57.0000000000,44.0000000000,,,
0.2851562500,4,40.0000000000,57.0000000000,44.0000000000,,,
0.2871093750,4,58.0000000000,57.0000000000,44.0000000000,,,
0.2890625000,4,83.0000000000,57.0000000000,44.0000000000,,,
0.2910156250,4,100.0000000000,57.0000000000,44.0000000000,,,
0.2929687500,4,103.0000000000,57.0000000000,44.0000000000,,,
0.2949218750,4,91.0000000000,57.0000000000,44.0000000000,,,
0.2968750000,4,74.0000000000,57.0000000000,44.0000000000,,,
0.2988281250,4,67.0000000000,57.0000000000,44.0000000000,,,
0.3007812500,4,68.0000000000,57.0000000000,44.0000000000,,,
0.3027343750,4,66.0000000000,57.0000000000,44.0000000000,,,
0.3046875000,4,52.0000000000,57.0000000000,44.0000000000,,,
0.3066406250,4,52.0000000000,57.0000000000,44.0000000000,,,
0.3085937500,4,64.0000000000,57.0000000000,44.0000000000,,,
0.3105468750,4,71.0000000000,57.0000000000,44.0000000000,,,
0.3125000000,5,55.0000000000,57.0000000000,44.0000000000,,,
0.3144531250,5,34.0000000000,57.0000000000,44.0000000000,,,
0.3164062500,5,38.0000000000,57.0000000000,44.0000000000,,,
0.3183593750,5,44.0000000000,57.0000000000,44.0000000000,,,
0.3203125000,5,33.0000000000,57.0000000000,44.0000000000,,,
0.3222656250,5,8.0000000000,57.0000000000,44.0000000000,,,
0.3242187500,5,-9.0000000000,57.0000000000,44.0000000000,,,
0.3261718750,5,-6.0000000000,57.0000000000,44.0000000000,,,
0.3281250000,5,2.0000000000,57.0000000000,44.0000000000,,,
0.3300781250,5,7.0000000000,57.0000000000,44.0000000000,,,
0.3320312500,5,6.0000000000,57.0000000000,44.0000000000,,,
