Time:512Hz,Epoch,Electrode,Attention,Meditation,Event Id,Event Date,Event Duration
0.0000000000,0,-41.0000000000,1.0000000000,14.0000000000,,,
0.0019531250,0,-34.0000000000,1.0000000000,14.0000000000,,,
0.0039062500,0,16.0000000000,1.0000000000,14.0000000000,,,
0.0058593750,0,67.0000000000,1.0000000000,14.0000000000,,,
0.0078125000,0,65.0000000000,1.0000000000,14.0000000000,,,
0.0097656250,0,37.0000000000,1.0000000000,14.0000000000,,,
0.0117187500,0,9.0000000000,1.0000000000,14.0000000000,,,
0.0136718750,0,-11.0000000000,1.0000000000,14.0000000000,,,
0.0156250000,0,-19.0000000000,1.0000000000,14.0000000000,,,
0.0175781250,0,-18.0000000000,1.0000000000,14.0000000000,,,
0.0195312500,0,-12.0000000000,1.0000000000,14.0000000000,,,
0.0214843750,0,-3.0000000000,1.0000000000,14.0000000000,,,
0.0234375000,0,-4.0000000000,1.0000000000,14.0000000000,,,
0.0253906250,0,-33.0000000000,1.0000000000,14.0000000000,,,
0.0273437500,0,-41.0000000000,1.0000000000,14.0000000000,,,
0.0292968750,0,5.0000000000,1.0000000000,14.0000000000,,,
0.0312500000,0,83.0000000000,1.0000000000,14.0000000000,,,
0.0332031250,0,118.0000000000,1.0000000000,14.0000000000,,,
0.0351562500,0,116.0000000000,1.0000000000,14.0000000000,,,
0.0371093750,0,120.0000000000,1.0000000000,14.0000000000,,,
0.0390625000,0,164.0000000000,1.0000000000,14.0000000000,,,
0.0410156250,0,227.0000000000,1.0000000000,14.0000000000,,,
0.0429687500,0,275.0000000000,1.0000000000,14.0000000000,,,
0.0449218750,0,301.0000000000,1.0000000000,14.0000000000,,,
0.0468750000,0,313.0000000000,1.0000000000,14.0000000000,,,
0.0488281250,0,317.0000000000,1.0000000000,14.0000000000,,,
0.0507812500,0,314.0000000000,1.0000000000,14.0000000000,,,
0.0527343750,0,306.0000000000,1.0000000000,14.0000000000,,,
0.0546875000,0,291.0000000000,1.0000000000,14.0000000000,,,
0.0566406250,0,275.0000000000,1.0000000000,14.0000000000,,,
0.0585937500,0,256.0000000000,1.0000000000,14.0000000000,,,
0.0605468750,0,235.0000000000,1.0000000000,14.0000000000,,,
0.0625000000,1,211.0000000000,1.0000000000,14.0000000000,,,
0.0644531250,1,178.0000000000,1.0000000000,14.0000000000,,,
0.0664062500,1,138.0000000000,1.0000000000,14.0000000000,,,
0.0683593750,1,104.0000000000,1.0000000000,14.0000000000,,,
0.0703125000,1,82.0000000000,1.0000000000,14.0000000000,,,
0.0722656250,1,56.0000000000,1.0000000000,14.0000000000,,,
0.0742187500,1,28.0000000000,1.0000000000,14.0000000000,,,
0.0761718750,1,1.0000000000,1.0000000000,14.0000000000,,,
0.0781250000,1,-26.0000000000,1.0000000000,14.0000000000,,,
0.0800781250,1,-49.0000000000,1.0000000000,14.0000000000,,,
0.0820312500,1,-65.0000000000,1.0000000000,14.0000000000,,,
0.0839843750,1,-83.0000000000,1.0000000000,14.0000000000,,,
0.0859375000,1,-102.0000000000,1.0000000000,14.0000000000,,,
0.0878906250,1,-115.0000000000,1.0000000000,14.0000000000,,,
0.0898437500,1,-118.0000000000,1.0000000000,14.0000000000,,,
0.0917968750,1,-103.0000000000,1.0000000000,14.0000000000,,,
0.0937500000,1,-82.0000000000,1.0000000000,14.0000000000,,,
0.0957031250,1,-76.0000000000,1.0000000000,14.0000000000,,,
0.0976562500,1,-88.0000000000,1.0000000000,14.0000000000,,,
0.0996093750,1,-100.0000000000,1.0000000000,14.0000000000,,,
0.1015625000,1,-93.0000000000,1.0000000000,14.0000000000,,,
0.1035156250,1,-83.0000000000,1.0000000000,14.0000000000,,,
0.1054687500,1,-71.0000000000,1.0000000000,14.0000000000,,,
0.1074218750,1,-55.0000000000,1.0000000000,14.0000000000,,,
0.1093750000,1,-43.0000000000,1.0000000000,14.0000000000,,,
0.1113281250,1,-40.0000000000,1.0000000000,14.0000000000,,,
0.1132812500,1,-44.0000000000,1.0000000000,14.0000000000,,,
0.1152343750,1,-45.0000000000,1.0000000000,14.0000000000,,,
0.1171875000,1,-36.0000000000,1.0000000000,14.0000000000,,,
0.1191406250,1,-30.0000000000,1.0000000000,14.0000000000,,,
0.1210937500,1,-24.0000000000,1.0000000000,14.0000000000,,,
0.1230468750,1,-11.0000000000,1.0000000000,14.0000000000,,,
0.1250000000,2,-10.0000000000,1.0000000000,14.0000000000,,,
0.1269531250,2,-13.0000000000,1.0000000000,14.0000000000,,,
0.1289062500,2,-5.0000000000,1.0000000000,14.0000000000,,,
0.1308593750,2,3.0000000000,1.0000000000,14.0000000000,,,
0.1328125000,2,-2.0000000000,1.0000000000,14.0000000000,,,
0.1347656250,2,-19.0000000000,1.0000000000,14.0000000000,,,
0.1367187500,2,-35.0000000000,1.0000000000,14.0000000000,,,
0.1386718750,2,-41.0000000000,1.0000000000,14.0000000000,,,
0.1406250000,2,-50.0000000000,1.0000000000,14.0000000000,,,
0.1425781250,2,-52.0000000000,1.0000000000,14.0000000000,,,
0.1445312500,2,-43.0000000000,1.0000000000,14.0000000000,,,
0.1464843750,2,-50.0000000000,1.0000000000,14.0000000000,,,
0.1484375000,2,-71.0000000000,1.0000000000,14.0000000000,,,
0.1503906250,2,-71.0000000000,1.0000000000,14.0000000000,,,
0.1523437500,2,-46.0000000000,1.0000000000,14.0000000000,,,
0.1542968750,2,-26.0000000000,1.0000000000,14.0000000000,,,
0.1562500000,2,-17.0000000000,1.0000000000,14.0000000000,,,
0.1582031250,2,-13.0000000000,1.0000000000,14.0000000000,,,
0.1601562500,2,-14.0000000000,1.0000000000,14.0000000000,,,
0.1621093750,2,-12.0000000000,1.0000000000,14.0000000000,,,
0.1640625000,2,-12.0000000000,1.0000000000,14.0000000000,,,
0.1660156250,2,-4.0000000000,1.0000000000,14.0000000000,,,
0.1679687500,2,5.0000000000,1.0000000000,14.0000000000,,,
0.1699218750,2,8.0000000000,1.0000000000,14.0000000000,,,
0.1718750000,2,9.0000000000,1.0000000000,14.0000000000,,,
0.1738281250,2,10.0000000000,1.0000000000,14.0000000000,,,
0.1757812500,2,12.0000000000,1.0000000000,14.0000000000,,,
0.1777343750,2,16.0000000000,1.0000000000,14.0000000000,,,
